metric_00,metric_01,metric_02,metric_03,metric_04,metric_05,metric_06,metric_07,metric_08,metric_09,metric_10,metric_11,metric_12,metric_13,metric_14,metric_15,metric_16,metric_17,metric_18,metric_19,metric_20,metric_21,metric_22,metric_23,metric_24,metric_25,metric_26,metric_27,metric_28,metric_29,metric_30,metric_31,metric_32,metric_33,metric_34,metric_35,metric_36,metric_37,timestamp,anomaly,anomaly_pred,hybrid_score
0.075269,0.073093,0.055741,0.058072,0.0,0.930769,0.045198,0.0,0.026114,0.000244,0.125424,0.121622,0.041096,0.05812,0.112961,0.140381,0.0,0.0,0.125203,0.091522,0.10284,0.0805,0.98299,0.011474,0.035858,0.010401,0.0,0.085248,0.0,0.008596,0.074149,0.049408,0.000386,2.2e-05,0.077029,0.077096,0.0,0.0,2024-02-25 04:25:00,0,0,0.10663349059924027
0.075269,0.057203,0.055741,0.056911,0.0,0.930769,0.046139,0.0,0.023843,0.000489,0.190929,0.121622,0.041096,0.046019,0.112763,0.206427,0.0,0.0,0.125068,0.091443,0.104984,0.081157,0.902821,0.010256,0.036907,0.009188,0.0,0.087454,0.0,0.010029,0.075206,0.056099,0.000386,7.9e-05,0.078766,0.078833,0.0,0.0,2024-02-25 04:30:00,0,0,0.23410240324470005
0.075269,0.065678,0.054627,0.055749,0.0,0.928205,0.045198,0.0,0.022708,0.000366,0.19432,0.081081,0.027397,0.056175,0.099287,0.209833,0.0,0.0,0.109075,0.084556,0.095033,0.074354,0.959521,0.009712,0.032884,0.007945,0.0,0.079357,0.0,0.008596,0.068948,0.045805,0.000386,5.6e-05,0.07464,0.074707,0.0,0.0,2024-02-25 04:35:00,0,0,0.17197565767407985
0.075269,0.052966,0.053512,0.055749,0.0,0.928205,0.044256,0.0,0.027108,0.000244,0.139488,0.108108,0.027397,0.055235,0.119699,0.153893,0.0,0.0,0.130982,0.091706,0.107348,0.083047,0.936769,0.009968,0.036907,0.009014,0.0,0.089168,0.0,0.008596,0.076742,0.058672,0.000386,7.9e-05,0.080576,0.080643,0.0,0.0,2024-02-25 04:40:00,0,0,0.199391072187786
0.075269,0.049788,0.051282,0.053426,0.0,0.930769,0.044256,0.0,0.024411,0.000122,0.103229,0.054054,0.013699,0.053262,0.109592,0.119413,0.0,0.0,0.132867,0.090899,0.10339,0.080162,0.93318,0.011282,0.034983,0.010112,0.0,0.08572,0.0,0.008596,0.073941,0.048893,0.000386,4.5e-05,0.076233,0.076299,0.0,0.0,2024-02-25 04:45:00,0,0,0.16836940882972237
0.075269,0.050847,0.051282,0.053426,0.0,0.923077,0.045198,0.0,0.024127,0.000122,0.169274,0.081081,0.027397,0.049339,0.111574,0.188297,0.0,0.0,0.119733,0.08982,0.102207,0.080083,0.922917,0.009872,0.035858,0.00835,0.0,0.085169,0.0,0.010029,0.074101,0.051981,0.000386,4.5e-05,0.07768,0.077675,0.0,0.0,2024-02-25 04:50:00,0,0,0.16054007632301368
0.075269,0.052966,0.050167,0.052265,0.0,0.920513,0.046139,0.0,0.024411,0.000611,0.139912,0.094595,0.027397,0.052168,0.109988,0.152417,0.0,0.0,0.119696,0.087048,0.099348,0.077378,0.934831,0.009679,0.034459,0.008321,0.0,0.082627,0.0,0.008596,0.071541,0.049408,0.0,4.5e-05,0.076088,0.076082,0.0,0.0,2024-02-25 04:55:00,0,0,0.16107474459199597
0.075269,0.029661,0.043478,0.051103,0.0,0.925641,0.045198,0.0,0.024269,0.000122,0.11976,0.094595,0.027397,0.054239,0.107808,0.135536,0.0,0.0,0.118612,0.088872,0.101328,0.079168,0.903825,0.009327,0.035333,0.008407,0.0,0.084263,0.0,0.008596,0.073157,0.051467,0.0,7.9e-05,0.077029,0.077096,0.0,0.0,2024-02-25 05:00:00,0,0,0.22619494777794283
0.086022,0.064619,0.051282,0.052265,0.0,0.923077,0.045198,0.0,0.024837,0.000122,0.152859,0.094595,0.027397,0.056867,0.108403,0.169184,0.0,0.0,0.124871,0.090934,0.102895,0.080063,0.911146,0.011346,0.035858,0.01017,0.0,0.085386,0.0,0.008596,0.073861,0.050952,0.000386,6.7e-05,0.07797,0.078037,0.0,0.0,2024-02-25 05:05:00,0,0,0.16848006426751458
0.075269,0.077331,0.056856,0.055749,0.0,0.923077,0.045198,0.0,0.026114,0.0,0.122919,0.121622,0.041096,0.04904,0.120491,0.137542,0.0,0.0,0.128259,0.089057,0.100036,0.077477,0.887103,0.009936,0.033234,0.008928,0.0,0.082982,0.0,0.008596,0.071509,0.047864,0.000386,4.5e-05,0.075726,0.075793,0.0,0.0,2024-02-25 05:10:00,0,0,0.10454422192034706
0.075269,0.051907,0.053512,0.052265,0.0,0.925641,0.046139,0.0,0.024553,0.0,0.120954,0.094595,0.027397,0.051504,0.111574,0.137277,0.0,0.0,0.121655,0.088442,0.104324,0.081097,0.902892,0.011154,0.036208,0.009303,0.0,0.086903,0.0,0.010029,0.07511,0.055584,0.000386,5.6e-05,0.07949,0.079557,0.0,0.0,2024-02-25 05:15:00,0,0,0.15353944103774533
0.075269,0.092161,0.063545,0.056911,0.0,0.925641,0.047081,0.0,0.024695,0.000489,0.171933,0.108108,0.027397,0.049783,0.113753,0.18754,0.0,0.0,0.118365,0.086872,0.098441,0.077238,0.874399,0.010353,0.034634,0.009159,0.0,0.081977,0.0,0.008596,0.071413,0.04632,0.000386,6.7e-05,0.075509,0.075576,0.0,0.0,2024-02-25 05:20:00,0,0,0.16874760080850948
0.075269,0.128178,0.073579,0.060395,0.0,0.923077,0.046139,0.0,0.026256,0.0,0.135674,0.081081,0.027397,0.064451,0.108799,0.15113,0.0,0.0,0.127236,0.09003,0.103994,0.08062,0.923563,0.010449,0.034634,0.008725,0.0,0.086548,0.0,0.010029,0.074629,0.055069,0.000386,5.6e-05,0.07949,0.079485,0.0,0.0,2024-02-25 05:25:00,0,0,0.141324697872964
0.075269,0.074153,0.06689,0.059233,0.0,0.920513,0.045198,0.0,0.023985,0.0,0.136444,0.094595,0.027397,0.051588,0.108799,0.153249,0.0,0.0,0.13262,0.091197,0.104159,0.081435,0.858394,0.010417,0.035683,0.00887,0.0,0.086154,0.0,0.010029,0.074854,0.047349,0.000386,2.2e-05,0.076956,0.077023,0.0,0.0,2024-02-25 05:30:00,0,0,0.11619987737831834
0.086022,0.052966,0.063545,0.058072,0.0,0.923077,0.045198,0.0,0.025263,0.000244,0.139681,0.148649,0.041096,0.04904,0.117122,0.153514,0.0,0.0,0.125622,0.09239,0.105699,0.082151,0.89873,0.011346,0.036033,0.010228,0.0,0.087848,0.0,0.010029,0.07591,0.055584,0.000386,4.5e-05,0.080793,0.08086,0.0,0.0,2024-02-25 05:35:00,0,0,0.1360732404825469
0.086022,0.086864,0.069119,0.060395,0.0,0.925641,0.046139,0.0,0.024979,0.000122,0.124615,0.081081,0.027397,0.049975,0.114546,0.140608,0.0,0.0,0.13506,0.092487,0.105121,0.082072,0.85947,0.010545,0.035683,0.009592,0.0,0.087178,0.0,0.010029,0.075654,0.049923,0.000386,4.5e-05,0.077753,0.07782,0.0,0.0,2024-02-25 05:40:00,0,0,0.12267879899127225
0.086022,0.149364,0.086957,0.066202,0.0,0.923077,0.046139,0.0,0.020437,0.0,0.171509,0.094595,0.027397,0.027395,0.107808,0.186821,0.0,0.0,0.113918,0.085951,0.098111,0.076383,0.895787,0.009968,0.033584,0.008668,0.0,0.082371,0.0,0.010029,0.071237,0.051467,0.000386,3.4e-05,0.077463,0.07753,0.0,0.0,2024-02-25 05:45:00,0,0,0.1939206044901394
0.086022,0.087924,0.079153,0.065041,0.0,0.925641,0.046139,0.0,0.022708,0.000122,0.179023,0.094595,0.027397,0.054375,0.105232,0.193066,0.0,0.0,0.11961,0.092118,0.103417,0.081157,0.864925,0.009551,0.036907,0.007223,0.0,0.085937,0.0,0.008596,0.074902,0.050952,0.000386,3.4e-05,0.078911,0.078978,0.0,0.0,2024-02-25 05:50:00,0,0,0.12064044941224786
0.086022,0.080508,0.078038,0.066202,0.0,0.925641,0.046139,0.0,0.024553,0.000244,0.16885,0.081081,0.027397,0.061458,0.103845,0.184702,0.0,0.0,0.126522,0.09203,0.103197,0.080202,0.872246,0.009647,0.035333,0.008668,0.0,0.085642,0.0,0.008596,0.074005,0.049923,0.000386,6.7e-05,0.07826,0.078326,0.0,0.0,2024-02-25 05:55:00,0,0,0.17109696067388946
0.086022,0.056144,0.071349,0.063879,0.0,0.923077,0.045198,0.0,0.024553,0.000122,0.139334,0.067568,0.027397,0.055001,0.108799,0.155142,0.0,0.0,0.119486,0.089864,0.102675,0.080242,0.858394,0.009904,0.034808,0.008928,0.0,0.085425,0.0,0.008596,0.074165,0.052496,0.0,2.2e-05,0.079273,0.079267,0.0,0.0,2024-02-25 06:00:00,0,0,0.13734860481170694
0.096774,0.057203,0.069119,0.063879,0.0,0.923077,0.045198,0.0,0.023559,0.0,0.137253,0.054054,0.013699,0.048998,0.109195,0.152303,0.0,0.0,0.128259,0.09468,0.105534,0.08241,0.876696,0.010321,0.036383,0.009274,0.0,0.087494,0.0,0.008596,0.075926,0.051467,0.000386,3.4e-05,0.07949,0.079557,0.0,0.0,2024-02-25 06:05:00,0,0,0.1450745595853865
0.086022,0.058263,0.068004,0.063879,0.0,0.925641,0.047081,0.0,0.023843,0.000244,0.110049,0.108108,0.027397,0.043373,0.114943,0.125128,0.0,0.0,0.133828,0.09353,0.105039,0.081455,0.847197,0.010032,0.035158,0.009188,0.0,0.086981,0.0,0.008596,0.075046,0.049923,0.000386,6.7e-05,0.079273,0.07934,0.0,0.0,2024-02-25 06:10:00,0,0,0.1641322526630733
0.086022,0.052966,0.065775,0.063879,0.0,0.925641,0.048964,0.0,0.023843,0.0,0.152088,0.108108,0.027397,0.034909,0.123662,0.168843,0.0,0.0,0.123207,0.090057,0.10196,0.079506,0.87526,0.009712,0.034459,0.008812,0.0,0.084716,0.0,0.008596,0.073413,0.049408,0.000386,3.4e-05,0.078622,0.078616,0.0,0.0,2024-02-25 06:15:00,0,0,0.14521481965975142
0.086022,0.091102,0.074693,0.066202,0.0,0.917949,0.048964,0.0,0.024553,0.000244,0.152397,0.067568,0.013699,0.057311,0.106619,0.169486,0.0,0.0,0.122271,0.090136,0.100668,0.077954,0.851217,0.009391,0.032709,0.008465,0.0,0.083731,0.0,0.008596,0.072117,0.049408,0.0,3.4e-05,0.078187,0.078182,0.0,0.0,2024-02-25 06:20:00,0,0,0.14386309382449883
0.086022,0.067797,0.071349,0.066202,0.0,0.917949,0.048964,0.0,0.03321,0.000122,0.140644,0.108108,0.041096,0.064615,0.137535,0.154763,0.0,0.0,0.137549,0.094522,0.105836,0.082669,0.881217,0.010769,0.036033,0.009621,0.0,0.087415,0.0,0.008596,0.075894,0.047349,0.000386,3.4e-05,0.078042,0.078109,0.0,0.0,2024-02-25 06:25:00,0,0,0.10188739533999691
0.075269,0.052966,0.06689,0.065041,0.0,0.923077,0.049906,0.0,0.023985,0.0,0.136213,0.094595,0.027397,0.04564,0.113555,0.151281,0.0,0.0,0.112464,0.087671,0.098799,0.076781,0.831623,0.009583,0.031835,0.008639,0.0,0.082627,0.0,0.008596,0.071365,0.052496,0.000386,3.4e-05,0.079635,0.079629,0.0,0.0,2024-02-25 06:30:00,0,0,0.10708636219370891
0.086022,0.095339,0.073579,0.066202,0.0,0.923077,0.049906,0.0,0.024979,0.000122,0.156057,0.094595,0.027397,0.047992,0.116528,0.171682,0.0,0.0,0.117725,0.087407,0.098331,0.076701,0.876696,0.009583,0.03236,0.008668,0.0,0.081761,0.0,0.008596,0.070868,0.045805,0.000386,4.5e-05,0.076522,0.076589,0.0,0.0,2024-02-25 06:35:00,0,0,0.11305747166540607
0.086022,0.072034,0.070234,0.066202,0.0,0.920513,0.048964,0.0,0.025546,0.000122,0.103191,0.094595,0.027397,0.046711,0.120095,0.119034,0.0,0.0,0.125635,0.093171,0.105809,0.082589,0.829613,0.010737,0.035683,0.00861,0.0,0.087907,0.0,0.008596,0.076246,0.056099,0.000386,4.5e-05,0.081228,0.081222,0.0,0.0,2024-02-25 06:40:00,0,0,0.11253380131123442
0.086022,0.079449,0.073579,0.067364,0.0,0.917949,0.048964,0.0,0.023559,0.000122,0.346756,0.067568,0.027397,0.060551,0.100277,0.36013,0.0,0.0,0.12954,0.092162,0.102015,0.079267,0.873681,0.01125,0.034284,0.010228,0.0,0.084538,0.0,0.008596,0.073061,0.046835,0.000386,4.5e-05,0.077174,0.07724,0.0,0.0,2024-02-25 06:45:00,0,0,0.23902138075968687
0.086022,0.088983,0.079153,0.069686,0.0,0.920513,0.050847,0.0,0.02952,0.000122,0.140953,0.121622,0.041096,0.050901,0.134562,0.15465,0.0,0.0,0.129589,0.091065,0.103747,0.080083,0.823154,0.011603,0.034459,0.009737,0.0,0.086154,0.0,0.008596,0.074005,0.050952,0.000386,3.4e-05,0.078622,0.078688,0.0,0.0,2024-02-25 06:50:00,0,0,0.09663609792473138
0.086022,0.102754,0.084727,0.072009,0.0,0.920513,0.051789,0.0,0.024127,0.000122,0.142301,0.081081,0.027397,0.05012,0.110781,0.158851,0.0,0.0,0.131302,0.091741,0.103747,0.080222,0.869877,0.011346,0.034983,0.010257,0.0,0.086036,0.0,0.010029,0.074037,0.048893,0.0,2.2e-05,0.078549,0.078616,0.0,0.0,2024-02-25 06:55:00,0,0,0.14339142869582297
0.086022,0.065678,0.075808,0.069686,0.0,0.917949,0.051789,0.0,0.022708,0.000122,0.169505,0.081081,0.027397,0.045673,0.107808,0.184702,0.0,0.0,0.135356,0.093609,0.106413,0.082311,0.823297,0.010385,0.035683,0.009448,0.0,0.088223,0.0,0.008596,0.075926,0.052496,0.0,3.4e-05,0.079925,0.079991,0.0,0.0,2024-02-25 07:00:00,0,0,0.13999625059538978
0.086022,0.059322,0.073579,0.068525,0.0,0.917949,0.051789,0.0,0.026966,0.000122,0.163725,0.108108,0.041096,0.056591,0.117915,0.178608,0.0,0.0,0.127667,0.09046,0.103087,0.080003,0.856528,0.011058,0.034459,0.010025,0.0,0.085622,0.0,0.008596,0.073893,0.050437,0.000386,3.4e-05,0.07826,0.078326,0.0,0.0,2024-02-25 07:05:00,0,0,0.10140028073221685
0.086022,0.068856,0.075808,0.069686,0.0,0.917949,0.050847,0.0,0.023559,0.0,0.167771,0.067568,0.027397,0.060275,0.100277,0.182885,0.0,0.0,0.123885,0.089574,0.103554,0.08066,0.835211,0.010417,0.035508,0.00939,0.0,0.086075,0.0,0.008596,0.074517,0.052496,0.000386,4.5e-05,0.079273,0.07934,0.0,0.0,2024-02-25 07:10:00,0,0,0.11986650890687318
0.086022,0.050847,0.069119,0.067364,0.0,0.917949,0.050847,0.0,0.021856,0.000122,0.123227,0.067568,0.027397,0.049676,0.100277,0.13898,0.0,0.0,0.126817,0.092618,0.104269,0.081415,0.849709,0.010705,0.034983,0.009216,0.0,0.086509,0.0,0.010029,0.075062,0.051467,0.0,4.5e-05,0.079273,0.07934,0.0,0.0,2024-02-25 07:15:00,0,0,0.15319105552410373
0.086022,0.064619,0.070234,0.067364,0.0,0.917949,0.050847,0.0,0.022282,0.0,0.151665,0.054054,0.013699,0.047338,0.104439,0.167405,0.0,0.0,0.131117,0.094311,0.105919,0.083425,0.809015,0.010417,0.037607,0.009448,0.0,0.087494,0.0,0.008596,0.076534,0.048379,0.0,5.6e-05,0.077898,0.077964,0.0,0.0,2024-02-25 07:20:00,0,0,0.18455762477532286
0.086022,0.065678,0.069119,0.067364,0.0,0.917949,0.051789,0.0,0.025121,0.000122,0.107622,0.081081,0.027397,0.046847,0.118312,0.123538,0.0,0.0,0.12784,0.095609,0.109162,0.085453,0.831623,0.011154,0.037782,0.010257,0.0,0.090646,0.0,0.008596,0.078823,0.060216,0.000386,5.6e-05,0.081445,0.081512,0.0,0.0,2024-02-25 07:25:00,0,0,0.13468967887567815
0.086022,0.079449,0.072464,0.068525,0.0,0.915385,0.050847,0.0,0.023418,0.000122,0.168889,0.121622,0.041096,0.045645,0.111375,0.185686,0.0,0.0,0.133249,0.092399,0.105836,0.083027,0.816981,0.010994,0.039181,0.009997,0.0,0.087632,0.0,0.010029,0.076374,0.050437,0.000386,4.5e-05,0.076088,0.076155,0.0,0.0,2024-02-25 07:30:00,0,0,0.1259239579536981
0.086022,0.070975,0.070234,0.067364,0.0,0.912821,0.049906,0.0,0.017599,0.000122,0.133824,0.094595,0.027397,0.037135,0.089774,0.148329,0.0,0.0,0.13729,0.09503,0.110619,0.086408,0.820785,0.010449,0.039356,0.008407,0.0,0.091572,0.0,0.010029,0.079495,0.060731,0.000386,1.1e-05,0.079346,0.079412,0.0,0.0,2024-02-25 07:35:00,0,0,0.1401868064075196
0.075269,0.129237,0.090301,0.074332,0.0,0.917949,0.051789,0.0,0.02725,0.0,0.167964,0.067568,0.027397,0.057545,0.118312,0.182658,0.0,0.0,0.130686,0.091601,0.104489,0.082052,0.820355,0.01125,0.037082,0.010257,0.0,0.086252,0.0,0.010029,0.075238,0.051467,0.000386,3.4e-05,0.074785,0.074852,0.0,0.0,2024-02-25 07:40:00,0,0,0.14792434170901214
0.086022,0.173729,0.111483,0.083624,0.0,0.917949,0.050847,0.0,0.024979,0.0,0.137253,0.067568,0.013699,0.051742,0.112961,0.153022,0.0,0.0,0.135528,0.09303,0.107128,0.083126,0.80923,0.011026,0.036907,0.009419,0.0,0.088439,0.0,0.008596,0.076358,0.056099,0.000386,4.5e-05,0.077246,0.07724,0.0,0.0,2024-02-25 07:45:00,0,0,0.16677604741329755
0.086022,0.133475,0.112598,0.084785,0.0,0.915385,0.050847,0.0,0.025263,0.0,0.123536,0.067568,0.027397,0.050022,0.11633,0.139321,0.0,0.0,0.121137,0.088407,0.099623,0.077974,0.818488,0.009872,0.034109,0.008003,0.0,0.082489,0.0,0.008596,0.071749,0.049408,0.0,3.4e-05,0.073626,0.073693,0.0,0.0,2024-02-25 07:50:00,0,0,0.15664724469609603
0.086022,0.064619,0.093645,0.080139,0.0,0.917949,0.052731,0.0,0.026114,0.000122,0.137485,0.094595,0.027397,0.056119,0.114744,0.152682,0.0,0.0,0.141676,0.095636,0.108118,0.084538,0.805928,0.010545,0.037957,0.009534,0.0,0.088892,0.0,0.008596,0.077286,0.051467,0.000386,3.4e-05,0.075581,0.075648,0.0,0.0,2024-02-25 07:55:00,0,0,0.08755141433599112
0.086022,0.054025,0.085842,0.077816,0.0,0.917949,0.054614,0.0,0.028669,0.000122,0.151202,0.067568,0.027397,0.064895,0.118312,0.167329,0.0,0.0,0.121643,0.090241,0.103197,0.08064,0.804349,0.011859,0.036208,0.010719,0.0,0.085464,0.0,0.010029,0.074213,0.055069,0.000386,3.4e-05,0.075943,0.07601,0.0,0.0,2024-02-25 08:00:00,0,0,0.12527636997714195
0.086022,0.085805,0.088071,0.078978,0.0,0.915385,0.053672,0.0,0.027108,0.0,0.139527,0.081081,0.027397,0.05877,0.116726,0.15518,0.0,0.0,0.13262,0.09289,0.103472,0.08062,0.81289,0.009904,0.035333,0.00861,0.0,0.085386,0.0,0.008596,0.073973,0.049923,0.000386,2.2e-05,0.074061,0.074128,0.0,0.0,2024-02-25 08:05:00,0,0,0.10281320476378704
0.086022,0.112288,0.095875,0.081301,0.0,0.923077,0.057439,0.0,0.026824,0.000122,0.145846,0.081081,0.027397,0.059209,0.115339,0.157678,0.0,0.0,0.132423,0.094522,0.106496,0.083106,0.811311,0.010929,0.037082,0.009881,0.0,0.088026,0.0,0.008596,0.076358,0.05404,0.000386,3.4e-05,0.076595,0.076661,0.0,0.0,2024-02-25 08:10:00,0,0,0.10532450981408555
0.086022,0.079449,0.089186,0.080139,0.0,0.923077,0.061205,0.0,0.030514,0.000366,0.198443,0.081081,0.027397,0.063698,0.126833,0.216532,0.0,0.0,0.135873,0.094136,0.107568,0.0842,0.783679,0.010256,0.038482,0.009332,0.0,0.088577,0.0,0.010029,0.077046,0.052496,0.000386,3.4e-05,0.075798,0.075865,0.0,0.0,2024-02-25 08:15:00,0,0,0.13603210532694127
0.086022,0.082627,0.085842,0.078978,0.0,0.915385,0.060264,0.0,0.02952,0.0,0.148582,0.081081,0.027397,0.06151,0.124851,0.163393,0.0,0.0,0.140074,0.096434,0.109272,0.084857,0.804278,0.011763,0.038132,0.010632,0.0,0.090252,0.0,0.010029,0.077974,0.057128,0.000386,6.7e-05,0.076739,0.076734,0.0,0.0,2024-02-25 08:20:00,0,0,0.16578759544217073
0.086022,0.047669,0.073579,0.075494,0.0,0.915385,0.060264,0.0,0.031365,0.000122,0.15151,0.094595,0.041096,0.075893,0.120888,0.16748,0.0,0.0,0.129873,0.089969,0.102977,0.08054,0.766669,0.010769,0.036208,0.009621,0.0,0.085287,0.0,0.010029,0.074117,0.051981,0.000386,3.4e-05,0.073409,0.073404,0.0,0.0,2024-02-25 08:25:00,0,0,0.12708422984152073
0.086022,0.03178,0.063545,0.070848,0.0,0.912821,0.059322,0.0,0.029662,0.000122,0.138872,0.081081,0.027397,0.065381,0.122077,0.15446,0.0,0.0,0.133113,0.095311,0.107568,0.08418,0.999928,0.010321,0.038132,0.007859,0.0,0.088991,0.0,0.010029,0.077366,0.056613,0.000386,3.4e-05,0.077029,0.077023,0.0,0.0,2024-02-25 08:30:00,0,0,0.15743599779422396
0.086022,0.056144,0.06466,0.070848,0.0,0.912821,0.060264,0.0,0.032643,0.0,0.136136,0.067568,0.027397,0.077786,0.124059,0.151962,0.0,0.0,0.141775,0.09468,0.107485,0.083902,0.999928,0.010641,0.037432,0.009621,0.0,0.0884,0.0,0.008596,0.076726,0.052496,0.000386,3.4e-05,0.074857,0.074852,0.0,0.0,2024-02-25 08:35:00,0,0,0.1573535816466361
0.075269,0.0625,0.06466,0.070848,0.0,0.912821,0.060264,0.0,0.032643,0.0,0.139219,0.094595,0.027397,0.068865,0.131391,0.154688,0.0,0.0,0.125967,0.090504,0.10141,0.078571,0.999928,0.011506,0.033584,0.010372,0.0,0.084125,0.0,0.008596,0.072501,0.053525,0.000386,3.4e-05,0.074278,0.074272,0.0,0.0,2024-02-25 08:40:00,0,0,0.11942029501521126
0.086022,0.038136,0.055741,0.067364,0.0,0.912821,0.060264,0.0,0.026114,0.0,0.135596,0.067568,0.013699,0.04528,0.124059,0.151584,0.0,0.0,0.122197,0.088539,0.101933,0.079486,0.999928,0.009744,0.035683,0.008754,0.0,0.0844,0.0,0.008596,0.073157,0.053525,0.000386,3.4e-05,0.074278,0.074345,0.0,0.0,2024-02-25 08:45:00,0,0,0.1498456839211078
0.086022,0.057203,0.055741,0.066202,0.0,0.915385,0.061205,0.0,0.039739,0.0,0.136444,0.108108,0.041096,0.086245,0.143678,0.151092,0.0,0.0,0.129208,0.092425,0.105176,0.081972,0.999928,0.009744,0.037082,0.008783,0.0,0.086922,0.0,0.010029,0.075334,0.055069,0.000386,3.4e-05,0.075291,0.075358,0.0,0.0,2024-02-25 08:50:00,0,0,0.16384906772323762
0.086022,0.050847,0.054627,0.065041,0.0,0.915385,0.062147,0.0,0.03321,0.0,0.139373,0.067568,0.027397,0.078432,0.125644,0.155482,0.0,0.0,0.130711,0.092618,0.104627,0.08058,0.999928,0.009744,0.034983,0.008754,0.0,0.086568,0.0,0.010029,0.074245,0.055584,0.000386,2.2e-05,0.075291,0.075358,0.0,0.0,2024-02-25 08:55:00,0,0,0.17855123720682523
0.086022,0.059322,0.054627,0.063879,0.0,0.912821,0.062147,0.0,0.034772,0.0,0.135327,0.081081,0.027397,0.075523,0.134364,0.151319,0.0,0.0,0.127027,0.089092,0.102235,0.079267,0.999928,0.010833,0.034459,0.008754,0.0,0.084657,0.0,0.008596,0.073029,0.05404,0.000386,4.5e-05,0.074785,0.074779,0.0,0.0,2024-02-25 09:00:00,0,0,0.14606430172316484
0.086022,0.072034,0.060201,0.066202,0.0,0.912821,0.062147,0.0,0.041726,0.0,0.123459,0.108108,0.041096,0.086249,0.151209,0.138943,0.0,0.0,0.127865,0.090425,0.101713,0.07871,0.999928,0.009455,0.034983,0.008523,0.0,0.084223,0.0,0.008596,0.072517,0.051467,0.000386,4.5e-05,0.073988,0.073983,0.0,0.0,2024-02-25 09:05:00,0,0,0.1428018658012902
0.086022,0.092161,0.065775,0.067364,0.0,0.912821,0.062147,0.0,0.040165,0.0,0.141877,0.108108,0.041096,0.078974,0.152002,0.157715,0.0,0.0,0.119228,0.08875,0.099568,0.077338,0.999928,0.010481,0.032709,0.009534,0.0,0.082627,0.0,0.008596,0.071365,0.053525,0.000386,2.2e-05,0.074061,0.074055,0.0,0.0,2024-02-25 09:10:00,0,0,0.13533323085546722
0.086022,0.055085,0.059086,0.065041,0.0,0.912821,0.062147,0.0,0.039029,0.0,0.128545,0.121622,0.041096,0.07204,0.154578,0.144431,0.0,0.0,0.12975,0.090679,0.103307,0.080282,0.999928,0.011603,0.035333,0.010545,0.0,0.085405,0.0,0.008596,0.073813,0.053011,0.000386,3.4e-05,0.075147,0.075214,0.0,0.0,2024-02-25 09:15:00,0,0,0.12145913976704599
0.086022,0.07839,0.063545,0.065041,0.0,0.912821,0.062147,0.0,0.04201,0.000366,0.158446,0.148649,0.054795,0.094217,0.145462,0.173271,0.0,0.0,0.126645,0.090171,0.102262,0.080341,0.999928,0.010128,0.036383,0.009101,0.0,0.084302,0.0,0.008596,0.073573,0.050437,0.000386,3.4e-05,0.073047,0.073114,0.0,0.0,2024-02-25 09:20:00,0,0,0.1632088731120371
0.086022,0.054025,0.059086,0.063879,0.0,0.912821,0.063089,0.0,0.037894,0.000122,0.141453,0.121622,0.054795,0.084117,0.13912,0.15711,0.0,0.0,0.118957,0.089065,0.101685,0.079247,0.999928,0.010449,0.034634,0.009505,0.0,0.084479,0.0,0.008596,0.073157,0.055584,0.000386,3.4e-05,0.07645,0.076517,0.0,0.0,2024-02-25 09:25:00,0,0,0.14493207342860795
0.086022,0.057203,0.056856,0.063879,0.0,0.907692,0.062147,0.0,0.038745,0.000244,0.218519,0.121622,0.054795,0.080442,0.145264,0.234889,0.0,0.0,0.119881,0.087267,0.099733,0.078094,0.999928,0.011635,0.034284,0.010517,0.0,0.082627,0.0,0.010029,0.071877,0.050437,0.000386,5.6e-05,0.073626,0.073693,0.0,0.0,2024-02-25 09:30:00,0,0,0.19557968613277824
0.086022,0.074153,0.06243,0.063879,0.0,0.907692,0.060264,0.0,0.031791,0.0,0.16754,0.094595,0.027397,0.059901,0.135949,0.1805,0.0,0.0,0.141196,0.095013,0.106991,0.082191,0.983851,0.010256,0.036383,0.00861,0.0,0.088577,0.0,0.008596,0.075766,0.056613,0.000386,2.2e-05,0.075726,0.075793,0.0,0.0,2024-02-25 09:35:00,0,0,0.12800616204790047
0.086022,0.086864,0.068004,0.066202,0.0,0.910256,0.060264,0.0,0.043713,0.0,0.118989,0.108108,0.041096,0.100983,0.14566,0.13546,0.0,0.0,0.121963,0.086451,0.099294,0.077875,0.999928,0.009519,0.035508,0.008639,0.0,0.082036,0.0,0.010029,0.071493,0.046835,0.000386,3.4e-05,0.072251,0.072318,0.0,0.0,2024-02-25 09:40:00,0,0,0.1668270549103798
0.086022,0.044492,0.059086,0.062718,0.0,0.910256,0.060264,0.0,0.037752,0.0,0.139296,0.081081,0.027397,0.085768,0.136346,0.154498,0.0,0.0,0.126152,0.090478,0.103115,0.080461,0.999928,0.011058,0.034808,0.009997,0.0,0.085464,0.0,0.008596,0.074133,0.055069,0.000386,2.2e-05,0.076015,0.076082,0.0,0.0,2024-02-25 09:45:00,0,0,0.16856554412558739
